,eventID,case concept:name,case REG_DATE,case AMOUNT_REQ,event org:resource,event concept:name,event lifecycle:transition,event time:timestamp,case:concept:name,concept:name,time:timestamp,@@index,@@case_index,ground_truth_activity,ground_truth_time,time_until_next_event,naive_prediction_activity,naive_prediction_time
228,42949672985,173718,2011-01-10 10:37:39.362000+00:00,15000,11002.0,W_Nabellen offertes,START,2011-08-10 16:29:16.320000+00:00,173718,W_Nabellen offertes,2011-08-10 16:29:16.320000+00:00,228,10,W_Nabellen offertes,2011-08-10 16:31:37.972000+00:00,141.652,W_Nabellen offertes,1547878.6172168674
229,42949672986,173718,2011-01-10 10:37:39.362000+00:00,15000,11002.0,W_Nabellen offertes,COMPLETE,2011-08-10 16:31:37.972000+00:00,173718,W_Nabellen offertes,2011-08-10 16:31:37.972000+00:00,229,10,W_Nabellen offertes,2011-10-10 10:54:21.749000+00:00,5250163.777,W_Nabellen offertes,1547878.6172168674
230,42949672987,173718,2011-01-10 10:37:39.362000+00:00,15000,11049.0,W_Nabellen offertes,START,2011-10-10 10:54:21.749000+00:00,173718,W_Nabellen offertes,2011-10-10 10:54:21.749000+00:00,230,10,O_SENT_BACK,2011-10-10 10:55:04.984000+00:00,43.235,W_Nabellen offertes,1547878.6172168674
231,42949672988,173718,2011-01-10 10:37:39.362000+00:00,15000,11049.0,O_SENT_BACK,COMPLETE,2011-10-10 10:55:04.984000+00:00,173718,O_SENT_BACK,2011-10-10 10:55:04.984000+00:00,231,10,W_Valideren aanvraag,2011-10-10 10:55:05.278000+00:00,0.294,W_Valideren aanvraag,0.2632
232,42949672989,173718,2011-01-10 10:37:39.362000+00:00,15000,11049.0,W_Valideren aanvraag,SCHEDULE,2011-10-10 10:55:05.278000+00:00,173718,W_Valideren aanvraag,2011-10-10 10:55:05.278000+00:00,232,10,W_Nabellen offertes,2011-10-10 10:55:07.452000+00:00,2.174,W_Nabellen incomplete dossiers,344361.17655789474
233,42949672990,173718,2011-01-10 10:37:39.362000+00:00,15000,11049.0,W_Nabellen offertes,COMPLETE,2011-10-10 10:55:07.452000+00:00,173718,W_Nabellen offertes,2011-10-10 10:55:07.452000+00:00,233,10,W_Valideren aanvraag,2011-10-13 12:09:25.043000+00:00,263657.591,W_Nabellen offertes,1547878.6172168674
234,42949672991,173718,2011-01-10 10:37:39.362000+00:00,15000,10629.0,W_Valideren aanvraag,START,2011-10-13 12:09:25.043000+00:00,173718,W_Valideren aanvraag,2011-10-13 12:09:25.043000+00:00,234,10,W_Nabellen incomplete dossiers,2011-10-13 12:36:10.837000+00:00,1605.794,W_Nabellen incomplete dossiers,344361.17655789474
235,42949672992,173718,2011-01-10 10:37:39.362000+00:00,15000,10629.0,W_Nabellen incomplete dossiers,SCHEDULE,2011-10-13 12:36:10.837000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-13 12:36:10.837000+00:00,235,10,W_Valideren aanvraag,2011-10-13 12:36:12.529000+00:00,1.692,W_Nabellen incomplete dossiers,170591.39850344826
236,42949672993,173718,2011-01-10 10:37:39.362000+00:00,15000,10629.0,W_Valideren aanvraag,COMPLETE,2011-10-13 12:36:12.529000+00:00,173718,W_Valideren aanvraag,2011-10-13 12:36:12.529000+00:00,236,10,W_Nabellen incomplete dossiers,2011-10-13 13:01:57.802000+00:00,1545.273,W_Nabellen incomplete dossiers,344361.17655789474
237,42949672994,173718,2011-01-10 10:37:39.362000+00:00,15000,,W_Nabellen incomplete dossiers,START,2011-10-13 13:01:57.802000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-13 13:01:57.802000+00:00,237,10,W_Nabellen incomplete dossiers,2011-10-13 13:05:42.290000+00:00,224.488,W_Nabellen incomplete dossiers,170591.39850344826
238,42949672995,173718,2011-01-10 10:37:39.362000+00:00,15000,,W_Nabellen incomplete dossiers,COMPLETE,2011-10-13 13:05:42.290000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-13 13:05:42.290000+00:00,238,10,W_Nabellen incomplete dossiers,2011-10-13 13:52:13.304000+00:00,2791.014,W_Nabellen incomplete dossiers,170591.39850344826
239,42949672996,173718,2011-01-10 10:37:39.362000+00:00,15000,10629.0,W_Nabellen incomplete dossiers,START,2011-10-13 13:52:13.304000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-13 13:52:13.304000+00:00,239,10,W_Nabellen incomplete dossiers,2011-10-13 13:53:16.314000+00:00,63.01,W_Nabellen incomplete dossiers,170591.39850344826
240,42949672997,173718,2011-01-10 10:37:39.362000+00:00,15000,10629.0,W_Nabellen incomplete dossiers,COMPLETE,2011-10-13 13:53:16.314000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-13 13:53:16.314000+00:00,240,10,W_Nabellen incomplete dossiers,2011-10-13 16:51:40.072000+00:00,10703.758,W_Nabellen incomplete dossiers,170591.39850344826
241,42949672998,173718,2011-01-10 10:37:39.362000+00:00,15000,11122.0,W_Nabellen incomplete dossiers,START,2011-10-13 16:51:40.072000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-13 16:51:40.072000+00:00,241,10,W_Nabellen incomplete dossiers,2011-10-13 17:12:01.909000+00:00,1221.837,W_Nabellen incomplete dossiers,170591.39850344826
242,42949672999,173718,2011-01-10 10:37:39.362000+00:00,15000,11122.0,W_Nabellen incomplete dossiers,COMPLETE,2011-10-13 17:12:01.909000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-13 17:12:01.909000+00:00,242,10,W_Nabellen incomplete dossiers,2011-10-13 17:12:16.147000+00:00,14.238,W_Nabellen incomplete dossiers,170591.39850344826
243,42949673000,173718,2011-01-10 10:37:39.362000+00:00,15000,11122.0,W_Nabellen incomplete dossiers,START,2011-10-13 17:12:16.147000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-13 17:12:16.147000+00:00,243,10,W_Nabellen incomplete dossiers,2011-10-13 17:14:13.926000+00:00,117.779,W_Nabellen incomplete dossiers,170591.39850344826
244,42949673001,173718,2011-01-10 10:37:39.362000+00:00,15000,11122.0,W_Nabellen incomplete dossiers,COMPLETE,2011-10-13 17:14:13.926000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-13 17:14:13.926000+00:00,244,10,W_Nabellen incomplete dossiers,2011-10-13 17:14:15.943000+00:00,2.017,W_Nabellen incomplete dossiers,170591.39850344826
245,42949673002,173718,2011-01-10 10:37:39.362000+00:00,15000,11122.0,W_Nabellen incomplete dossiers,START,2011-10-13 17:14:15.943000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-13 17:14:15.943000+00:00,245,10,W_Nabellen incomplete dossiers,2011-10-13 17:14:26.112000+00:00,10.169,W_Nabellen incomplete dossiers,170591.39850344826
246,42949673003,173718,2011-01-10 10:37:39.362000+00:00,15000,11122.0,W_Nabellen incomplete dossiers,COMPLETE,2011-10-13 17:14:26.112000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-13 17:14:26.112000+00:00,246,10,W_Nabellen incomplete dossiers,2011-10-15 15:13:04.199000+00:00,165518.087,W_Nabellen incomplete dossiers,170591.39850344826
247,42949673004,173718,2011-01-10 10:37:39.362000+00:00,15000,10913.0,W_Nabellen incomplete dossiers,START,2011-10-15 15:13:04.199000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-15 15:13:04.199000+00:00,247,10,W_Nabellen incomplete dossiers,2011-10-15 15:17:31.488000+00:00,267.289,W_Nabellen incomplete dossiers,170591.39850344826
248,42949673005,173718,2011-01-10 10:37:39.362000+00:00,15000,10913.0,W_Nabellen incomplete dossiers,COMPLETE,2011-10-15 15:17:31.488000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-15 15:17:31.488000+00:00,248,10,W_Nabellen incomplete dossiers,2011-10-15 16:56:05.635000+00:00,5914.147,W_Nabellen incomplete dossiers,170591.39850344826
249,42949673006,173718,2011-01-10 10:37:39.362000+00:00,15000,10913.0,W_Nabellen incomplete dossiers,START,2011-10-15 16:56:05.635000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-15 16:56:05.635000+00:00,249,10,W_Nabellen incomplete dossiers,2011-10-15 16:56:14.624000+00:00,8.989,W_Nabellen incomplete dossiers,170591.39850344826
250,42949673007,173718,2011-01-10 10:37:39.362000+00:00,15000,10913.0,W_Nabellen incomplete dossiers,COMPLETE,2011-10-15 16:56:14.624000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-15 16:56:14.624000+00:00,250,10,W_Nabellen incomplete dossiers,2011-10-17 13:31:52.506000+00:00,160537.882,W_Nabellen incomplete dossiers,170591.39850344826
251,42949673008,173718,2011-01-10 10:37:39.362000+00:00,15000,,W_Nabellen incomplete dossiers,START,2011-10-17 13:31:52.506000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-17 13:31:52.506000+00:00,251,10,W_Nabellen incomplete dossiers,2011-10-17 13:32:51.911000+00:00,59.405,W_Nabellen incomplete dossiers,170591.39850344826
252,42949673009,173718,2011-01-10 10:37:39.362000+00:00,15000,,W_Nabellen incomplete dossiers,COMPLETE,2011-10-17 13:32:51.911000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-17 13:32:51.911000+00:00,252,10,W_Nabellen incomplete dossiers,2011-10-17 14:28:20.987000+00:00,3329.076,W_Nabellen incomplete dossiers,170591.39850344826
253,42949673010,173718,2011-01-10 10:37:39.362000+00:00,15000,,W_Nabellen incomplete dossiers,START,2011-10-17 14:28:20.987000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-17 14:28:20.987000+00:00,253,10,W_Nabellen incomplete dossiers,2011-10-17 14:28:36.881000+00:00,15.894,W_Nabellen incomplete dossiers,170591.39850344826
254,42949673011,173718,2011-01-10 10:37:39.362000+00:00,15000,,W_Nabellen incomplete dossiers,COMPLETE,2011-10-17 14:28:36.881000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-17 14:28:36.881000+00:00,254,10,W_Nabellen incomplete dossiers,2011-10-18 16:14:48.278000+00:00,92771.397,W_Nabellen incomplete dossiers,170591.39850344826
255,42949673012,173718,2011-01-10 10:37:39.362000+00:00,15000,10889.0,W_Nabellen incomplete dossiers,START,2011-10-18 16:14:48.278000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-18 16:14:48.278000+00:00,255,10,W_Nabellen incomplete dossiers,2011-10-18 16:46:24.246000+00:00,1895.968,W_Nabellen incomplete dossiers,170591.39850344826
256,42949673013,173718,2011-01-10 10:37:39.362000+00:00,15000,10889.0,W_Nabellen incomplete dossiers,COMPLETE,2011-10-18 16:46:24.246000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-18 16:46:24.246000+00:00,256,10,W_Nabellen incomplete dossiers,2011-10-18 17:23:36.468000+00:00,2232.222,W_Nabellen incomplete dossiers,170591.39850344826
257,42949673014,173718,2011-01-10 10:37:39.362000+00:00,15000,11002.0,W_Nabellen incomplete dossiers,START,2011-10-18 17:23:36.468000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-18 17:23:36.468000+00:00,257,10,W_Valideren aanvraag,2011-10-18 17:46:32.956000+00:00,1376.488,W_Nabellen incomplete dossiers,170591.39850344826
258,42949673015,173718,2011-01-10 10:37:39.362000+00:00,15000,11002.0,W_Valideren aanvraag,SCHEDULE,2011-10-18 17:46:32.956000+00:00,173718,W_Valideren aanvraag,2011-10-18 17:46:32.956000+00:00,258,10,W_Nabellen incomplete dossiers,2011-10-18 17:46:34.802000+00:00,1.846,W_Nabellen incomplete dossiers,344361.17655789474
259,42949673016,173718,2011-01-10 10:37:39.362000+00:00,15000,11002.0,W_Nabellen incomplete dossiers,COMPLETE,2011-10-18 17:46:34.802000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-18 17:46:34.802000+00:00,259,10,W_Valideren aanvraag,2011-10-19 08:40:06.443000+00:00,53611.641,W_Nabellen incomplete dossiers,170591.39850344826
260,42949673017,173718,2011-01-10 10:37:39.362000+00:00,15000,10972.0,W_Valideren aanvraag,START,2011-10-19 08:40:06.443000+00:00,173718,W_Valideren aanvraag,2011-10-19 08:40:06.443000+00:00,260,10,W_Nabellen incomplete dossiers,2011-10-19 08:53:19.103000+00:00,792.66,W_Nabellen incomplete dossiers,344361.17655789474
261,42949673018,173718,2011-01-10 10:37:39.362000+00:00,15000,10972.0,W_Nabellen incomplete dossiers,SCHEDULE,2011-10-19 08:53:19.103000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-19 08:53:19.103000+00:00,261,10,W_Valideren aanvraag,2011-10-19 08:53:21.372000+00:00,2.269,W_Nabellen incomplete dossiers,170591.39850344826
262,42949673019,173718,2011-01-10 10:37:39.362000+00:00,15000,10972.0,W_Valideren aanvraag,COMPLETE,2011-10-19 08:53:21.372000+00:00,173718,W_Valideren aanvraag,2011-10-19 08:53:21.372000+00:00,262,10,W_Nabellen incomplete dossiers,2011-10-19 09:04:40.593000+00:00,679.221,W_Nabellen incomplete dossiers,344361.17655789474
263,42949673020,173718,2011-01-10 10:37:39.362000+00:00,15000,,W_Nabellen incomplete dossiers,START,2011-10-19 09:04:40.593000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-19 09:04:40.593000+00:00,263,10,W_Nabellen incomplete dossiers,2011-10-19 09:17:01.695000+00:00,741.102,W_Nabellen incomplete dossiers,170591.39850344826
264,42949673021,173718,2011-01-10 10:37:39.362000+00:00,15000,,W_Nabellen incomplete dossiers,COMPLETE,2011-10-19 09:17:01.695000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-19 09:17:01.695000+00:00,264,10,W_Nabellen incomplete dossiers,2011-10-19 09:17:06.228000+00:00,4.533,W_Nabellen incomplete dossiers,170591.39850344826
265,42949673022,173718,2011-01-10 10:37:39.362000+00:00,15000,,W_Nabellen incomplete dossiers,START,2011-10-19 09:17:06.228000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-19 09:17:06.228000+00:00,265,10,W_Nabellen incomplete dossiers,2011-10-19 09:24:19.095000+00:00,432.867,W_Nabellen incomplete dossiers,170591.39850344826
266,42949673023,173718,2011-01-10 10:37:39.362000+00:00,15000,,W_Nabellen incomplete dossiers,COMPLETE,2011-10-19 09:24:19.095000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-19 09:24:19.095000+00:00,266,10,W_Nabellen incomplete dossiers,2011-10-20 09:30:20.104000+00:00,86761.009,W_Nabellen incomplete dossiers,170591.39850344826
267,42949673024,173718,2011-01-10 10:37:39.362000+00:00,15000,11049.0,W_Nabellen incomplete dossiers,START,2011-10-20 09:30:20.104000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-20 09:30:20.104000+00:00,267,10,W_Nabellen incomplete dossiers,2011-10-20 09:30:32.963000+00:00,12.859,W_Nabellen incomplete dossiers,170591.39850344826
268,42949673025,173718,2011-01-10 10:37:39.362000+00:00,15000,11049.0,W_Nabellen incomplete dossiers,COMPLETE,2011-10-20 09:30:32.963000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-20 09:30:32.963000+00:00,268,10,W_Nabellen incomplete dossiers,2011-10-24 15:18:56.928000+00:00,366503.965,W_Nabellen incomplete dossiers,170591.39850344826
269,42949673026,173718,2011-01-10 10:37:39.362000+00:00,15000,11121.0,W_Nabellen incomplete dossiers,START,2011-10-24 15:18:56.928000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-24 15:18:56.928000+00:00,269,10,W_Nabellen incomplete dossiers,2011-10-24 15:24:55.532000+00:00,358.604,W_Nabellen incomplete dossiers,170591.39850344826
270,42949673027,173718,2011-01-10 10:37:39.362000+00:00,15000,11121.0,W_Nabellen incomplete dossiers,COMPLETE,2011-10-24 15:24:55.532000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-24 15:24:55.532000+00:00,270,10,W_Nabellen incomplete dossiers,2011-10-26 08:11:48.012000+00:00,146812.48,W_Nabellen incomplete dossiers,170591.39850344826
271,42949673028,173718,2011-01-10 10:37:39.362000+00:00,15000,,W_Nabellen incomplete dossiers,START,2011-10-26 08:11:48.012000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-26 08:11:48.012000+00:00,271,10,W_Valideren aanvraag,2011-10-26 08:12:36.217000+00:00,48.205,W_Nabellen incomplete dossiers,170591.39850344826
272,42949673029,173718,2011-01-10 10:37:39.362000+00:00,15000,,W_Valideren aanvraag,SCHEDULE,2011-10-26 08:12:36.217000+00:00,173718,W_Valideren aanvraag,2011-10-26 08:12:36.217000+00:00,272,10,W_Nabellen incomplete dossiers,2011-10-26 08:12:38.415000+00:00,2.198,W_Nabellen incomplete dossiers,344361.17655789474
273,42949673030,173718,2011-01-10 10:37:39.362000+00:00,15000,,W_Nabellen incomplete dossiers,COMPLETE,2011-10-26 08:12:38.415000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-26 08:12:38.415000+00:00,273,10,W_Valideren aanvraag,2011-10-27 09:02:10.475000+00:00,89372.06,W_Nabellen incomplete dossiers,170591.39850344826
274,42949673031,173718,2011-01-10 10:37:39.362000+00:00,15000,10972.0,W_Valideren aanvraag,START,2011-10-27 09:02:10.475000+00:00,173718,W_Valideren aanvraag,2011-10-27 09:02:10.475000+00:00,274,10,O_ACCEPTED,2011-10-27 09:17:53.327000+00:00,942.852,W_Nabellen incomplete dossiers,344361.17655789474
275,42949673032,173718,2011-01-10 10:37:39.362000+00:00,15000,10972.0,O_ACCEPTED,COMPLETE,2011-10-27 09:17:53.327000+00:00,173718,O_ACCEPTED,2011-10-27 09:17:53.327000+00:00,275,10,A_APPROVED,2011-10-27 09:17:53.327000+00:00,0.0,A_APPROVED,1.31925
276,42949673033,173718,2011-01-10 10:37:39.362000+00:00,15000,10972.0,A_APPROVED,COMPLETE,2011-10-27 09:17:53.327000+00:00,173718,A_APPROVED,2011-10-27 09:17:53.327000+00:00,276,10,A_REGISTERED,2011-10-27 09:17:53.328000+00:00,0.001,A_ACTIVATED,1.2306666666666666
277,42949673034,173718,2011-01-10 10:37:39.362000+00:00,15000,10972.0,A_REGISTERED,COMPLETE,2011-10-27 09:17:53.328000+00:00,173718,A_REGISTERED,2011-10-27 09:17:53.328000+00:00,277,10,A_ACTIVATED,2011-10-27 09:17:53.328000+00:00,0.0,A_ACTIVATED,2.010333333333333
278,42949673035,173718,2011-01-10 10:37:39.362000+00:00,15000,10972.0,A_ACTIVATED,COMPLETE,2011-10-27 09:17:53.328000+00:00,173718,A_ACTIVATED,2011-10-27 09:17:53.328000+00:00,278,10,W_Valideren aanvraag,2011-10-27 09:18:01.790000+00:00,8.462,['A_REGISTERED' 'W_Valideren aanvraag'],3.4803333333333337
279,42949673036,173718,2011-01-10 10:37:39.362000+00:00,15000,10972.0,W_Valideren aanvraag,COMPLETE,2011-10-27 09:18:01.790000+00:00,173718,W_Valideren aanvraag,2011-10-27 09:18:01.790000+00:00,279,10,N\A,N\A,0.0,W_Nabellen incomplete dossiers,344361.17655789474
280,47244640256,173721,2011-01-10 11:07:34.279000+00:00,9000,112.0,A_SUBMITTED,COMPLETE,2011-01-10 11:07:34.279000+00:00,173721,A_SUBMITTED,2011-01-10 11:07:34.279000+00:00,280,11,A_PARTLYSUBMITTED,2011-01-10 11:07:34.928000+00:00,0.649,A_PARTLYSUBMITTED,0.35524324324324325
281,47244640257,173721,2011-01-10 11:07:34.279000+00:00,9000,112.0,A_PARTLYSUBMITTED,COMPLETE,2011-01-10 11:07:34.928000+00:00,173721,A_PARTLYSUBMITTED,2011-01-10 11:07:34.928000+00:00,281,11,A_PREACCEPTED,2011-01-10 11:08:17.093000+00:00,42.165,A_PREACCEPTED,39.211
282,47244640258,173721,2011-01-10 11:07:34.279000+00:00,9000,112.0,A_PREACCEPTED,COMPLETE,2011-01-10 11:08:17.093000+00:00,173721,A_PREACCEPTED,2011-01-10 11:08:17.093000+00:00,282,11,W_Completeren aanvraag,2011-01-10 11:08:17.494000+00:00,0.401,W_Completeren aanvraag,0.4065
283,47244640259,173721,2011-01-10 11:07:34.279000+00:00,9000,112.0,W_Completeren aanvraag,SCHEDULE,2011-01-10 11:08:17.494000+00:00,173721,W_Completeren aanvraag,2011-01-10 11:08:17.494000+00:00,283,11,W_Completeren aanvraag,2011-01-10 11:09:08.607000+00:00,51.113,W_Completeren aanvraag,829468.2671934157
284,47244640260,173721,2011-01-10 11:07:34.279000+00:00,9000,10939.0,W_Completeren aanvraag,START,2011-01-10 11:09:08.607000+00:00,173721,W_Completeren aanvraag,2011-01-10 11:09:08.607000+00:00,284,11,A_ACCEPTED,2011-01-10 11:18:36.318000+00:00,567.711,W_Completeren aanvraag,829468.2671934157
285,47244640261,173721,2011-01-10 11:07:34.279000+00:00,9000,10939.0,A_ACCEPTED,COMPLETE,2011-01-10 11:18:36.318000+00:00,173721,A_ACCEPTED,2011-01-10 11:18:36.318000+00:00,285,11,A_FINALIZED,2011-01-10 11:20:47.605000+00:00,131.287,O_SELECTED,228.19038888888886
286,47244640263,173721,2011-01-10 11:07:34.279000+00:00,9000,10939.0,A_FINALIZED,COMPLETE,2011-01-10 11:20:47.605000+00:00,173721,A_FINALIZED,2011-01-10 11:20:47.605000+00:00,286,11,O_SELECTED,2011-01-10 11:20:47.605000+00:00,0.0,O_CREATED,6.295
287,47244640262,173721,2011-01-10 11:07:34.279000+00:00,9000,10939.0,O_SELECTED,COMPLETE,2011-01-10 11:20:47.605000+00:00,173721,O_SELECTED,2011-01-10 11:20:47.605000+00:00,287,11,O_CREATED,2011-01-10 11:20:49.026000+00:00,1.421,A_FINALIZED,0.505576923076923
288,47244640264,173721,2011-01-10 11:07:34.279000+00:00,9000,10939.0,O_CREATED,COMPLETE,2011-01-10 11:20:49.026000+00:00,173721,O_CREATED,2011-01-10 11:20:49.026000+00:00,288,11,O_SENT,2011-01-10 11:20:49.058000+00:00,0.032,O_SENT,0.04515384615384615
289,47244640265,173721,2011-01-10 11:07:34.279000+00:00,9000,10939.0,O_SENT,COMPLETE,2011-01-10 11:20:49.058000+00:00,173721,O_SENT,2011-01-10 11:20:49.058000+00:00,289,11,W_Nabellen offertes,2011-01-10 11:20:49.150000+00:00,0.092,W_Nabellen offertes,0.18234615384615382
290,47244640266,173721,2011-01-10 11:07:34.279000+00:00,9000,10939.0,W_Nabellen offertes,SCHEDULE,2011-01-10 11:20:49.150000+00:00,173721,W_Nabellen offertes,2011-01-10 11:20:49.150000+00:00,290,11,W_Completeren aanvraag,2011-01-10 11:20:50.335000+00:00,1.185,W_Nabellen offertes,1547878.6172168674
291,47244640267,173721,2011-01-10 11:07:34.279000+00:00,9000,10939.0,W_Completeren aanvraag,COMPLETE,2011-01-10 11:20:50.335000+00:00,173721,W_Completeren aanvraag,2011-01-10 11:20:50.335000+00:00,291,11,W_Nabellen offertes,2011-01-10 11:21:20.844000+00:00,30.509,W_Completeren aanvraag,829468.2671934157
292,47244640268,173721,2011-01-10 11:07:34.279000+00:00,9000,10939.0,W_Nabellen offertes,START,2011-01-10 11:21:20.844000+00:00,173721,W_Nabellen offertes,2011-01-10 11:21:20.844000+00:00,292,11,W_Nabellen offertes,2011-01-10 11:22:52.458000+00:00,91.614,W_Nabellen offertes,1547878.6172168674
293,47244640269,173721,2011-01-10 11:07:34.279000+00:00,9000,10939.0,W_Nabellen offertes,COMPLETE,2011-01-10 11:22:52.458000+00:00,173721,W_Nabellen offertes,2011-01-10 11:22:52.458000+00:00,293,11,W_Nabellen offertes,2011-01-10 11:26:32.199000+00:00,219.741,W_Nabellen offertes,1547878.6172168674
294,47244640270,173721,2011-01-10 11:07:34.279000+00:00,9000,10939.0,W_Nabellen offertes,START,2011-01-10 11:26:32.199000+00:00,173721,W_Nabellen offertes,2011-01-10 11:26:32.199000+00:00,294,11,W_Nabellen offertes,2011-01-10 11:32:54.371000+00:00,382.172,W_Nabellen offertes,1547878.6172168674
295,47244640271,173721,2011-01-10 11:07:34.279000+00:00,9000,10939.0,W_Nabellen offertes,COMPLETE,2011-01-10 11:32:54.371000+00:00,173721,W_Nabellen offertes,2011-01-10 11:32:54.371000+00:00,295,11,W_Nabellen offertes,2011-04-10 14:44:10.559000+00:00,7787476.188,W_Nabellen offertes,1547878.6172168674
296,47244640272,173721,2011-01-10 11:07:34.279000+00:00,9000,,W_Nabellen offertes,START,2011-04-10 14:44:10.559000+00:00,173721,W_Nabellen offertes,2011-04-10 14:44:10.559000+00:00,296,11,W_Nabellen offertes,2011-04-10 14:47:39.633000+00:00,209.074,W_Nabellen offertes,1547878.6172168674
297,47244640273,173721,2011-01-10 11:07:34.279000+00:00,9000,,W_Nabellen offertes,COMPLETE,2011-04-10 14:47:39.633000+00:00,173721,W_Nabellen offertes,2011-04-10 14:47:39.633000+00:00,297,11,W_Nabellen offertes,2011-06-10 09:49:01.348000+00:00,5252481.715,W_Nabellen offertes,1547878.6172168674
298,47244640274,173721,2011-01-10 11:07:34.279000+00:00,9000,,W_Nabellen offertes,START,2011-06-10 09:49:01.348000+00:00,173721,W_Nabellen offertes,2011-06-10 09:49:01.348000+00:00,298,11,O_SENT_BACK,2011-06-10 09:49:46.110000+00:00,44.762,W_Nabellen offertes,1547878.6172168674
299,47244640275,173721,2011-01-10 11:07:34.279000+00:00,9000,11029.0,O_SENT_BACK,COMPLETE,2011-06-10 09:49:46.110000+00:00,173721,O_SENT_BACK,2011-06-10 09:49:46.110000+00:00,299,11,W_Valideren aanvraag,2011-06-10 09:49:46.253000+00:00,0.143,W_Valideren aanvraag,0.2632
300,47244640276,173721,2011-01-10 11:07:34.279000+00:00,9000,,W_Valideren aanvraag,SCHEDULE,2011-06-10 09:49:46.253000+00:00,173721,W_Valideren aanvraag,2011-06-10 09:49:46.253000+00:00,300,11,W_Nabellen offertes,2011-06-10 09:49:47.774000+00:00,1.521,W_Nabellen incomplete dossiers,344361.17655789474
301,47244640277,173721,2011-01-10 11:07:34.279000+00:00,9000,,W_Nabellen offertes,COMPLETE,2011-06-10 09:49:47.774000+00:00,173721,W_Nabellen offertes,2011-06-10 09:49:47.774000+00:00,301,11,W_Valideren aanvraag,2011-10-10 09:32:46.394000+00:00,10539778.62,W_Nabellen offertes,1547878.6172168674
302,47244640278,173721,2011-01-10 11:07:34.279000+00:00,9000,10609.0,W_Valideren aanvraag,START,2011-10-10 09:32:46.394000+00:00,173721,W_Valideren aanvraag,2011-10-10 09:32:46.394000+00:00,302,11,W_Nabellen incomplete dossiers,2011-10-10 10:06:07.755000+00:00,2001.361,W_Nabellen incomplete dossiers,344361.17655789474
303,47244640279,173721,2011-01-10 11:07:34.279000+00:00,9000,10609.0,W_Nabellen incomplete dossiers,SCHEDULE,2011-10-10 10:06:07.755000+00:00,173721,W_Nabellen incomplete dossiers,2011-10-10 10:06:07.755000+00:00,303,11,W_Valideren aanvraag,2011-10-10 10:06:09.471000+00:00,1.716,W_Nabellen incomplete dossiers,170591.39850344826
304,47244640280,173721,2011-01-10 11:07:34.279000+00:00,9000,10609.0,W_Valideren aanvraag,COMPLETE,2011-10-10 10:06:09.471000+00:00,173721,W_Valideren aanvraag,2011-10-10 10:06:09.471000+00:00,304,11,W_Nabellen incomplete dossiers,2011-10-10 10:17:26.457000+00:00,676.986,W_Nabellen incomplete dossiers,344361.17655789474
305,47244640281,173721,2011-01-10 11:07:34.279000+00:00,9000,10912.0,W_Nabellen incomplete dossiers,START,2011-10-10 10:17:26.457000+00:00,173721,W_Nabellen incomplete dossiers,2011-10-10 10:17:26.457000+00:00,305,11,W_Nabellen incomplete dossiers,2011-10-10 10:20:04.927000+00:00,158.47,W_Nabellen incomplete dossiers,170591.39850344826
306,47244640282,173721,2011-01-10 11:07:34.279000+00:00,9000,10912.0,W_Nabellen incomplete dossiers,COMPLETE,2011-10-10 10:20:04.927000+00:00,173721,W_Nabellen incomplete dossiers,2011-10-10 10:20:04.927000+00:00,306,11,W_Nabellen incomplete dossiers,2011-10-10 11:40:34.365000+00:00,4829.438,W_Nabellen incomplete dossiers,170591.39850344826
