,eventID,case concept:name,case REG_DATE,case AMOUNT_REQ,event org:resource,event concept:name,event lifecycle:transition,event time:timestamp,case:concept:name,concept:name,time:timestamp,@@index,@@case_index,ground_truth_activity,ground_truth_time
235,42949672992,173718,2011-01-10 10:37:39.362000+00:00,15000,10629.0,W_Nabellen incomplete dossiers,SCHEDULE,2011-10-13 12:36:10.837000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-13 12:36:10.837000+00:00,235,10,W_Valideren aanvraag,2011-10-13 12:36:12.529000+00:00
236,42949672993,173718,2011-01-10 10:37:39.362000+00:00,15000,10629.0,W_Valideren aanvraag,COMPLETE,2011-10-13 12:36:12.529000+00:00,173718,W_Valideren aanvraag,2011-10-13 12:36:12.529000+00:00,236,10,W_Nabellen incomplete dossiers,2011-10-13 13:01:57.802000+00:00
237,42949672994,173718,2011-01-10 10:37:39.362000+00:00,15000,,W_Nabellen incomplete dossiers,START,2011-10-13 13:01:57.802000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-13 13:01:57.802000+00:00,237,10,W_Nabellen incomplete dossiers,2011-10-13 13:05:42.290000+00:00
238,42949672995,173718,2011-01-10 10:37:39.362000+00:00,15000,,W_Nabellen incomplete dossiers,COMPLETE,2011-10-13 13:05:42.290000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-13 13:05:42.290000+00:00,238,10,W_Nabellen incomplete dossiers,2011-10-13 13:52:13.304000+00:00
239,42949672996,173718,2011-01-10 10:37:39.362000+00:00,15000,10629.0,W_Nabellen incomplete dossiers,START,2011-10-13 13:52:13.304000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-13 13:52:13.304000+00:00,239,10,W_Nabellen incomplete dossiers,2011-10-13 13:53:16.314000+00:00
240,42949672997,173718,2011-01-10 10:37:39.362000+00:00,15000,10629.0,W_Nabellen incomplete dossiers,COMPLETE,2011-10-13 13:53:16.314000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-13 13:53:16.314000+00:00,240,10,W_Nabellen incomplete dossiers,2011-10-13 16:51:40.072000+00:00
241,42949672998,173718,2011-01-10 10:37:39.362000+00:00,15000,11122.0,W_Nabellen incomplete dossiers,START,2011-10-13 16:51:40.072000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-13 16:51:40.072000+00:00,241,10,W_Nabellen incomplete dossiers,2011-10-13 17:12:01.909000+00:00
242,42949672999,173718,2011-01-10 10:37:39.362000+00:00,15000,11122.0,W_Nabellen incomplete dossiers,COMPLETE,2011-10-13 17:12:01.909000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-13 17:12:01.909000+00:00,242,10,W_Nabellen incomplete dossiers,2011-10-13 17:12:16.147000+00:00
243,42949673000,173718,2011-01-10 10:37:39.362000+00:00,15000,11122.0,W_Nabellen incomplete dossiers,START,2011-10-13 17:12:16.147000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-13 17:12:16.147000+00:00,243,10,W_Nabellen incomplete dossiers,2011-10-13 17:14:13.926000+00:00
244,42949673001,173718,2011-01-10 10:37:39.362000+00:00,15000,11122.0,W_Nabellen incomplete dossiers,COMPLETE,2011-10-13 17:14:13.926000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-13 17:14:13.926000+00:00,244,10,W_Nabellen incomplete dossiers,2011-10-13 17:14:15.943000+00:00
245,42949673002,173718,2011-01-10 10:37:39.362000+00:00,15000,11122.0,W_Nabellen incomplete dossiers,START,2011-10-13 17:14:15.943000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-13 17:14:15.943000+00:00,245,10,W_Nabellen incomplete dossiers,2011-10-13 17:14:26.112000+00:00
246,42949673003,173718,2011-01-10 10:37:39.362000+00:00,15000,11122.0,W_Nabellen incomplete dossiers,COMPLETE,2011-10-13 17:14:26.112000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-13 17:14:26.112000+00:00,246,10,W_Nabellen incomplete dossiers,2011-10-15 15:13:04.199000+00:00
247,42949673004,173718,2011-01-10 10:37:39.362000+00:00,15000,10913.0,W_Nabellen incomplete dossiers,START,2011-10-15 15:13:04.199000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-15 15:13:04.199000+00:00,247,10,W_Nabellen incomplete dossiers,2011-10-15 15:17:31.488000+00:00
248,42949673005,173718,2011-01-10 10:37:39.362000+00:00,15000,10913.0,W_Nabellen incomplete dossiers,COMPLETE,2011-10-15 15:17:31.488000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-15 15:17:31.488000+00:00,248,10,W_Nabellen incomplete dossiers,2011-10-15 16:56:05.635000+00:00
249,42949673006,173718,2011-01-10 10:37:39.362000+00:00,15000,10913.0,W_Nabellen incomplete dossiers,START,2011-10-15 16:56:05.635000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-15 16:56:05.635000+00:00,249,10,W_Nabellen incomplete dossiers,2011-10-15 16:56:14.624000+00:00
250,42949673007,173718,2011-01-10 10:37:39.362000+00:00,15000,10913.0,W_Nabellen incomplete dossiers,COMPLETE,2011-10-15 16:56:14.624000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-15 16:56:14.624000+00:00,250,10,W_Nabellen incomplete dossiers,2011-10-17 13:31:52.506000+00:00
251,42949673008,173718,2011-01-10 10:37:39.362000+00:00,15000,,W_Nabellen incomplete dossiers,START,2011-10-17 13:31:52.506000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-17 13:31:52.506000+00:00,251,10,W_Nabellen incomplete dossiers,2011-10-17 13:32:51.911000+00:00
252,42949673009,173718,2011-01-10 10:37:39.362000+00:00,15000,,W_Nabellen incomplete dossiers,COMPLETE,2011-10-17 13:32:51.911000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-17 13:32:51.911000+00:00,252,10,W_Nabellen incomplete dossiers,2011-10-17 14:28:20.987000+00:00
253,42949673010,173718,2011-01-10 10:37:39.362000+00:00,15000,,W_Nabellen incomplete dossiers,START,2011-10-17 14:28:20.987000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-17 14:28:20.987000+00:00,253,10,W_Nabellen incomplete dossiers,2011-10-17 14:28:36.881000+00:00
254,42949673011,173718,2011-01-10 10:37:39.362000+00:00,15000,,W_Nabellen incomplete dossiers,COMPLETE,2011-10-17 14:28:36.881000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-17 14:28:36.881000+00:00,254,10,W_Nabellen incomplete dossiers,2011-10-18 16:14:48.278000+00:00
255,42949673012,173718,2011-01-10 10:37:39.362000+00:00,15000,10889.0,W_Nabellen incomplete dossiers,START,2011-10-18 16:14:48.278000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-18 16:14:48.278000+00:00,255,10,W_Nabellen incomplete dossiers,2011-10-18 16:46:24.246000+00:00
256,42949673013,173718,2011-01-10 10:37:39.362000+00:00,15000,10889.0,W_Nabellen incomplete dossiers,COMPLETE,2011-10-18 16:46:24.246000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-18 16:46:24.246000+00:00,256,10,W_Nabellen incomplete dossiers,2011-10-18 17:23:36.468000+00:00
257,42949673014,173718,2011-01-10 10:37:39.362000+00:00,15000,11002.0,W_Nabellen incomplete dossiers,START,2011-10-18 17:23:36.468000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-18 17:23:36.468000+00:00,257,10,W_Valideren aanvraag,2011-10-18 17:46:32.956000+00:00
258,42949673015,173718,2011-01-10 10:37:39.362000+00:00,15000,11002.0,W_Valideren aanvraag,SCHEDULE,2011-10-18 17:46:32.956000+00:00,173718,W_Valideren aanvraag,2011-10-18 17:46:32.956000+00:00,258,10,W_Nabellen incomplete dossiers,2011-10-18 17:46:34.802000+00:00
259,42949673016,173718,2011-01-10 10:37:39.362000+00:00,15000,11002.0,W_Nabellen incomplete dossiers,COMPLETE,2011-10-18 17:46:34.802000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-18 17:46:34.802000+00:00,259,10,W_Valideren aanvraag,2011-10-19 08:40:06.443000+00:00
260,42949673017,173718,2011-01-10 10:37:39.362000+00:00,15000,10972.0,W_Valideren aanvraag,START,2011-10-19 08:40:06.443000+00:00,173718,W_Valideren aanvraag,2011-10-19 08:40:06.443000+00:00,260,10,W_Nabellen incomplete dossiers,2011-10-19 08:53:19.103000+00:00
261,42949673018,173718,2011-01-10 10:37:39.362000+00:00,15000,10972.0,W_Nabellen incomplete dossiers,SCHEDULE,2011-10-19 08:53:19.103000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-19 08:53:19.103000+00:00,261,10,W_Valideren aanvraag,2011-10-19 08:53:21.372000+00:00
262,42949673019,173718,2011-01-10 10:37:39.362000+00:00,15000,10972.0,W_Valideren aanvraag,COMPLETE,2011-10-19 08:53:21.372000+00:00,173718,W_Valideren aanvraag,2011-10-19 08:53:21.372000+00:00,262,10,W_Nabellen incomplete dossiers,2011-10-19 09:04:40.593000+00:00
263,42949673020,173718,2011-01-10 10:37:39.362000+00:00,15000,,W_Nabellen incomplete dossiers,START,2011-10-19 09:04:40.593000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-19 09:04:40.593000+00:00,263,10,W_Nabellen incomplete dossiers,2011-10-19 09:17:01.695000+00:00
264,42949673021,173718,2011-01-10 10:37:39.362000+00:00,15000,,W_Nabellen incomplete dossiers,COMPLETE,2011-10-19 09:17:01.695000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-19 09:17:01.695000+00:00,264,10,W_Nabellen incomplete dossiers,2011-10-19 09:17:06.228000+00:00
265,42949673022,173718,2011-01-10 10:37:39.362000+00:00,15000,,W_Nabellen incomplete dossiers,START,2011-10-19 09:17:06.228000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-19 09:17:06.228000+00:00,265,10,W_Nabellen incomplete dossiers,2011-10-19 09:24:19.095000+00:00
266,42949673023,173718,2011-01-10 10:37:39.362000+00:00,15000,,W_Nabellen incomplete dossiers,COMPLETE,2011-10-19 09:24:19.095000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-19 09:24:19.095000+00:00,266,10,W_Nabellen incomplete dossiers,2011-10-20 09:30:20.104000+00:00
267,42949673024,173718,2011-01-10 10:37:39.362000+00:00,15000,11049.0,W_Nabellen incomplete dossiers,START,2011-10-20 09:30:20.104000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-20 09:30:20.104000+00:00,267,10,W_Nabellen incomplete dossiers,2011-10-20 09:30:32.963000+00:00
268,42949673025,173718,2011-01-10 10:37:39.362000+00:00,15000,11049.0,W_Nabellen incomplete dossiers,COMPLETE,2011-10-20 09:30:32.963000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-20 09:30:32.963000+00:00,268,10,W_Nabellen incomplete dossiers,2011-10-24 15:18:56.928000+00:00
269,42949673026,173718,2011-01-10 10:37:39.362000+00:00,15000,11121.0,W_Nabellen incomplete dossiers,START,2011-10-24 15:18:56.928000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-24 15:18:56.928000+00:00,269,10,W_Nabellen incomplete dossiers,2011-10-24 15:24:55.532000+00:00
270,42949673027,173718,2011-01-10 10:37:39.362000+00:00,15000,11121.0,W_Nabellen incomplete dossiers,COMPLETE,2011-10-24 15:24:55.532000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-24 15:24:55.532000+00:00,270,10,W_Nabellen incomplete dossiers,2011-10-26 08:11:48.012000+00:00
271,42949673028,173718,2011-01-10 10:37:39.362000+00:00,15000,,W_Nabellen incomplete dossiers,START,2011-10-26 08:11:48.012000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-26 08:11:48.012000+00:00,271,10,W_Valideren aanvraag,2011-10-26 08:12:36.217000+00:00
272,42949673029,173718,2011-01-10 10:37:39.362000+00:00,15000,,W_Valideren aanvraag,SCHEDULE,2011-10-26 08:12:36.217000+00:00,173718,W_Valideren aanvraag,2011-10-26 08:12:36.217000+00:00,272,10,W_Nabellen incomplete dossiers,2011-10-26 08:12:38.415000+00:00
273,42949673030,173718,2011-01-10 10:37:39.362000+00:00,15000,,W_Nabellen incomplete dossiers,COMPLETE,2011-10-26 08:12:38.415000+00:00,173718,W_Nabellen incomplete dossiers,2011-10-26 08:12:38.415000+00:00,273,10,W_Valideren aanvraag,2011-10-27 09:02:10.475000+00:00
274,42949673031,173718,2011-01-10 10:37:39.362000+00:00,15000,10972.0,W_Valideren aanvraag,START,2011-10-27 09:02:10.475000+00:00,173718,W_Valideren aanvraag,2011-10-27 09:02:10.475000+00:00,274,10,O_ACCEPTED,2011-10-27 09:17:53.327000+00:00
275,42949673032,173718,2011-01-10 10:37:39.362000+00:00,15000,10972.0,O_ACCEPTED,COMPLETE,2011-10-27 09:17:53.327000+00:00,173718,O_ACCEPTED,2011-10-27 09:17:53.327000+00:00,275,10,A_APPROVED,2011-10-27 09:17:53.327000+00:00
276,42949673033,173718,2011-01-10 10:37:39.362000+00:00,15000,10972.0,A_APPROVED,COMPLETE,2011-10-27 09:17:53.327000+00:00,173718,A_APPROVED,2011-10-27 09:17:53.327000+00:00,276,10,A_REGISTERED,2011-10-27 09:17:53.328000+00:00
277,42949673034,173718,2011-01-10 10:37:39.362000+00:00,15000,10972.0,A_REGISTERED,COMPLETE,2011-10-27 09:17:53.328000+00:00,173718,A_REGISTERED,2011-10-27 09:17:53.328000+00:00,277,10,A_ACTIVATED,2011-10-27 09:17:53.328000+00:00
278,42949673035,173718,2011-01-10 10:37:39.362000+00:00,15000,10972.0,A_ACTIVATED,COMPLETE,2011-10-27 09:17:53.328000+00:00,173718,A_ACTIVATED,2011-10-27 09:17:53.328000+00:00,278,10,W_Valideren aanvraag,2011-10-27 09:18:01.790000+00:00
279,42949673036,173718,2011-01-10 10:37:39.362000+00:00,15000,10972.0,W_Valideren aanvraag,COMPLETE,2011-10-27 09:18:01.790000+00:00,173718,W_Valideren aanvraag,2011-10-27 09:18:01.790000+00:00,279,10,N\A,N\A
280,47244640256,173721,2011-01-10 11:07:34.279000+00:00,9000,112.0,A_SUBMITTED,COMPLETE,2011-01-10 11:07:34.279000+00:00,173721,A_SUBMITTED,2011-01-10 11:07:34.279000+00:00,280,11,A_PARTLYSUBMITTED,2011-01-10 11:07:34.928000+00:00
281,47244640257,173721,2011-01-10 11:07:34.279000+00:00,9000,112.0,A_PARTLYSUBMITTED,COMPLETE,2011-01-10 11:07:34.928000+00:00,173721,A_PARTLYSUBMITTED,2011-01-10 11:07:34.928000+00:00,281,11,A_PREACCEPTED,2011-01-10 11:08:17.093000+00:00
282,47244640258,173721,2011-01-10 11:07:34.279000+00:00,9000,112.0,A_PREACCEPTED,COMPLETE,2011-01-10 11:08:17.093000+00:00,173721,A_PREACCEPTED,2011-01-10 11:08:17.093000+00:00,282,11,W_Completeren aanvraag,2011-01-10 11:08:17.494000+00:00
283,47244640259,173721,2011-01-10 11:07:34.279000+00:00,9000,112.0,W_Completeren aanvraag,SCHEDULE,2011-01-10 11:08:17.494000+00:00,173721,W_Completeren aanvraag,2011-01-10 11:08:17.494000+00:00,283,11,W_Completeren aanvraag,2011-01-10 11:09:08.607000+00:00
284,47244640260,173721,2011-01-10 11:07:34.279000+00:00,9000,10939.0,W_Completeren aanvraag,START,2011-01-10 11:09:08.607000+00:00,173721,W_Completeren aanvraag,2011-01-10 11:09:08.607000+00:00,284,11,A_ACCEPTED,2011-01-10 11:18:36.318000+00:00
285,47244640261,173721,2011-01-10 11:07:34.279000+00:00,9000,10939.0,A_ACCEPTED,COMPLETE,2011-01-10 11:18:36.318000+00:00,173721,A_ACCEPTED,2011-01-10 11:18:36.318000+00:00,285,11,A_FINALIZED,2011-01-10 11:20:47.605000+00:00
286,47244640263,173721,2011-01-10 11:07:34.279000+00:00,9000,10939.0,A_FINALIZED,COMPLETE,2011-01-10 11:20:47.605000+00:00,173721,A_FINALIZED,2011-01-10 11:20:47.605000+00:00,286,11,O_SELECTED,2011-01-10 11:20:47.605000+00:00
287,47244640262,173721,2011-01-10 11:07:34.279000+00:00,9000,10939.0,O_SELECTED,COMPLETE,2011-01-10 11:20:47.605000+00:00,173721,O_SELECTED,2011-01-10 11:20:47.605000+00:00,287,11,O_CREATED,2011-01-10 11:20:49.026000+00:00
288,47244640264,173721,2011-01-10 11:07:34.279000+00:00,9000,10939.0,O_CREATED,COMPLETE,2011-01-10 11:20:49.026000+00:00,173721,O_CREATED,2011-01-10 11:20:49.026000+00:00,288,11,O_SENT,2011-01-10 11:20:49.058000+00:00
289,47244640265,173721,2011-01-10 11:07:34.279000+00:00,9000,10939.0,O_SENT,COMPLETE,2011-01-10 11:20:49.058000+00:00,173721,O_SENT,2011-01-10 11:20:49.058000+00:00,289,11,W_Nabellen offertes,2011-01-10 11:20:49.150000+00:00
290,47244640266,173721,2011-01-10 11:07:34.279000+00:00,9000,10939.0,W_Nabellen offertes,SCHEDULE,2011-01-10 11:20:49.150000+00:00,173721,W_Nabellen offertes,2011-01-10 11:20:49.150000+00:00,290,11,W_Completeren aanvraag,2011-01-10 11:20:50.335000+00:00
291,47244640267,173721,2011-01-10 11:07:34.279000+00:00,9000,10939.0,W_Completeren aanvraag,COMPLETE,2011-01-10 11:20:50.335000+00:00,173721,W_Completeren aanvraag,2011-01-10 11:20:50.335000+00:00,291,11,W_Nabellen offertes,2011-01-10 11:21:20.844000+00:00
292,47244640268,173721,2011-01-10 11:07:34.279000+00:00,9000,10939.0,W_Nabellen offertes,START,2011-01-10 11:21:20.844000+00:00,173721,W_Nabellen offertes,2011-01-10 11:21:20.844000+00:00,292,11,W_Nabellen offertes,2011-01-10 11:22:52.458000+00:00
293,47244640269,173721,2011-01-10 11:07:34.279000+00:00,9000,10939.0,W_Nabellen offertes,COMPLETE,2011-01-10 11:22:52.458000+00:00,173721,W_Nabellen offertes,2011-01-10 11:22:52.458000+00:00,293,11,W_Nabellen offertes,2011-01-10 11:26:32.199000+00:00
294,47244640270,173721,2011-01-10 11:07:34.279000+00:00,9000,10939.0,W_Nabellen offertes,START,2011-01-10 11:26:32.199000+00:00,173721,W_Nabellen offertes,2011-01-10 11:26:32.199000+00:00,294,11,W_Nabellen offertes,2011-01-10 11:32:54.371000+00:00
295,47244640271,173721,2011-01-10 11:07:34.279000+00:00,9000,10939.0,W_Nabellen offertes,COMPLETE,2011-01-10 11:32:54.371000+00:00,173721,W_Nabellen offertes,2011-01-10 11:32:54.371000+00:00,295,11,W_Nabellen offertes,2011-04-10 14:44:10.559000+00:00
296,47244640272,173721,2011-01-10 11:07:34.279000+00:00,9000,,W_Nabellen offertes,START,2011-04-10 14:44:10.559000+00:00,173721,W_Nabellen offertes,2011-04-10 14:44:10.559000+00:00,296,11,W_Nabellen offertes,2011-04-10 14:47:39.633000+00:00
297,47244640273,173721,2011-01-10 11:07:34.279000+00:00,9000,,W_Nabellen offertes,COMPLETE,2011-04-10 14:47:39.633000+00:00,173721,W_Nabellen offertes,2011-04-10 14:47:39.633000+00:00,297,11,W_Nabellen offertes,2011-06-10 09:49:01.348000+00:00
298,47244640274,173721,2011-01-10 11:07:34.279000+00:00,9000,,W_Nabellen offertes,START,2011-06-10 09:49:01.348000+00:00,173721,W_Nabellen offertes,2011-06-10 09:49:01.348000+00:00,298,11,O_SENT_BACK,2011-06-10 09:49:46.110000+00:00
299,47244640275,173721,2011-01-10 11:07:34.279000+00:00,9000,11029.0,O_SENT_BACK,COMPLETE,2011-06-10 09:49:46.110000+00:00,173721,O_SENT_BACK,2011-06-10 09:49:46.110000+00:00,299,11,W_Valideren aanvraag,2011-06-10 09:49:46.253000+00:00
300,47244640276,173721,2011-01-10 11:07:34.279000+00:00,9000,,W_Valideren aanvraag,SCHEDULE,2011-06-10 09:49:46.253000+00:00,173721,W_Valideren aanvraag,2011-06-10 09:49:46.253000+00:00,300,11,W_Nabellen offertes,2011-06-10 09:49:47.774000+00:00
301,47244640277,173721,2011-01-10 11:07:34.279000+00:00,9000,,W_Nabellen offertes,COMPLETE,2011-06-10 09:49:47.774000+00:00,173721,W_Nabellen offertes,2011-06-10 09:49:47.774000+00:00,301,11,W_Valideren aanvraag,2011-10-10 09:32:46.394000+00:00
302,47244640278,173721,2011-01-10 11:07:34.279000+00:00,9000,10609.0,W_Valideren aanvraag,START,2011-10-10 09:32:46.394000+00:00,173721,W_Valideren aanvraag,2011-10-10 09:32:46.394000+00:00,302,11,W_Nabellen incomplete dossiers,2011-10-10 10:06:07.755000+00:00
303,47244640279,173721,2011-01-10 11:07:34.279000+00:00,9000,10609.0,W_Nabellen incomplete dossiers,SCHEDULE,2011-10-10 10:06:07.755000+00:00,173721,W_Nabellen incomplete dossiers,2011-10-10 10:06:07.755000+00:00,303,11,W_Valideren aanvraag,2011-10-10 10:06:09.471000+00:00
304,47244640280,173721,2011-01-10 11:07:34.279000+00:00,9000,10609.0,W_Valideren aanvraag,COMPLETE,2011-10-10 10:06:09.471000+00:00,173721,W_Valideren aanvraag,2011-10-10 10:06:09.471000+00:00,304,11,W_Nabellen incomplete dossiers,2011-10-10 10:17:26.457000+00:00
305,47244640281,173721,2011-01-10 11:07:34.279000+00:00,9000,10912.0,W_Nabellen incomplete dossiers,START,2011-10-10 10:17:26.457000+00:00,173721,W_Nabellen incomplete dossiers,2011-10-10 10:17:26.457000+00:00,305,11,W_Nabellen incomplete dossiers,2011-10-10 10:20:04.927000+00:00
306,47244640282,173721,2011-01-10 11:07:34.279000+00:00,9000,10912.0,W_Nabellen incomplete dossiers,COMPLETE,2011-10-10 10:20:04.927000+00:00,173721,W_Nabellen incomplete dossiers,2011-10-10 10:20:04.927000+00:00,306,11,W_Nabellen incomplete dossiers,2011-10-10 11:40:34.365000+00:00
307,47244640283,173721,2011-01-10 11:07:34.279000+00:00,9000,10912.0,W_Nabellen incomplete dossiers,START,2011-10-10 11:40:34.365000+00:00,173721,W_Nabellen incomplete dossiers,2011-10-10 11:40:34.365000+00:00,307,11,W_Nabellen incomplete dossiers,2011-10-10 11:42:32.977000+00:00
308,47244640284,173721,2011-01-10 11:07:34.279000+00:00,9000,10912.0,W_Nabellen incomplete dossiers,COMPLETE,2011-10-10 11:42:32.977000+00:00,173721,W_Nabellen incomplete dossiers,2011-10-10 11:42:32.977000+00:00,308,11,W_Nabellen incomplete dossiers,2011-10-10 14:15:47.451000+00:00
309,47244640285,173721,2011-01-10 11:07:34.279000+00:00,9000,,W_Nabellen incomplete dossiers,START,2011-10-10 14:15:47.451000+00:00,173721,W_Nabellen incomplete dossiers,2011-10-10 14:15:47.451000+00:00,309,11,W_Nabellen incomplete dossiers,2011-10-10 14:22:14.231000+00:00
310,47244640286,173721,2011-01-10 11:07:34.279000+00:00,9000,,W_Nabellen incomplete dossiers,COMPLETE,2011-10-10 14:22:14.231000+00:00,173721,W_Nabellen incomplete dossiers,2011-10-10 14:22:14.231000+00:00,310,11,W_Nabellen incomplete dossiers,2011-10-10 16:22:05.322000+00:00
311,47244640287,173721,2011-01-10 11:07:34.279000+00:00,9000,11009.0,W_Nabellen incomplete dossiers,START,2011-10-10 16:22:05.322000+00:00,173721,W_Nabellen incomplete dossiers,2011-10-10 16:22:05.322000+00:00,311,11,O_DECLINED,2011-10-10 16:28:25.531000+00:00
312,47244640288,173721,2011-01-10 11:07:34.279000+00:00,9000,11009.0,O_DECLINED,COMPLETE,2011-10-10 16:28:25.531000+00:00,173721,O_DECLINED,2011-10-10 16:28:25.531000+00:00,312,11,A_DECLINED,2011-10-10 16:28:25.531000+00:00
313,47244640289,173721,2011-01-10 11:07:34.279000+00:00,9000,11009.0,A_DECLINED,COMPLETE,2011-10-10 16:28:25.531000+00:00,173721,A_DECLINED,2011-10-10 16:28:25.531000+00:00,313,11,W_Nabellen incomplete dossiers,2011-10-10 16:28:29.918000+00:00
314,47244640290,173721,2011-01-10 11:07:34.279000+00:00,9000,11009.0,W_Nabellen incomplete dossiers,COMPLETE,2011-10-10 16:28:29.918000+00:00,173721,W_Nabellen incomplete dossiers,2011-10-10 16:28:29.918000+00:00,314,11,N\A,N\A
315,51539607552,173724,2011-01-10 11:52:14.305000+00:00,15000,112.0,A_SUBMITTED,COMPLETE,2011-01-10 11:52:14.305000+00:00,173724,A_SUBMITTED,2011-01-10 11:52:14.305000+00:00,315,12,A_PARTLYSUBMITTED,2011-01-10 11:52:14.576000+00:00
316,51539607553,173724,2011-01-10 11:52:14.305000+00:00,15000,112.0,A_PARTLYSUBMITTED,COMPLETE,2011-01-10 11:52:14.576000+00:00,173724,A_PARTLYSUBMITTED,2011-01-10 11:52:14.576000+00:00,316,12,W_Afhandelen leads,2011-01-10 11:53:00.740000+00:00
317,51539607554,173724,2011-01-10 11:52:14.305000+00:00,15000,112.0,W_Afhandelen leads,SCHEDULE,2011-01-10 11:53:00.740000+00:00,173724,W_Afhandelen leads,2011-01-10 11:53:00.740000+00:00,317,12,W_Afhandelen leads,2011-01-10 12:04:34.265000+00:00
318,51539607555,173724,2011-01-10 11:52:14.305000+00:00,15000,10912.0,W_Afhandelen leads,START,2011-01-10 12:04:34.265000+00:00,173724,W_Afhandelen leads,2011-01-10 12:04:34.265000+00:00,318,12,W_Afhandelen leads,2011-01-10 12:12:27.600000+00:00
319,51539607556,173724,2011-01-10 11:52:14.305000+00:00,15000,10912.0,W_Afhandelen leads,COMPLETE,2011-01-10 12:12:27.600000+00:00,173724,W_Afhandelen leads,2011-01-10 12:12:27.600000+00:00,319,12,W_Afhandelen leads,2011-01-10 12:19:56.702000+00:00
320,51539607557,173724,2011-01-10 11:52:14.305000+00:00,15000,10939.0,W_Afhandelen leads,START,2011-01-10 12:19:56.702000+00:00,173724,W_Afhandelen leads,2011-01-10 12:19:56.702000+00:00,320,12,A_PREACCEPTED,2011-01-10 12:20:54.061000+00:00
321,51539607558,173724,2011-01-10 11:52:14.305000+00:00,15000,10939.0,A_PREACCEPTED,COMPLETE,2011-01-10 12:20:54.061000+00:00,173724,A_PREACCEPTED,2011-01-10 12:20:54.061000+00:00,321,12,W_Completeren aanvraag,2011-01-10 12:20:54.150000+00:00
322,51539607559,173724,2011-01-10 11:52:14.305000+00:00,15000,10939.0,W_Completeren aanvraag,SCHEDULE,2011-01-10 12:20:54.150000+00:00,173724,W_Completeren aanvraag,2011-01-10 12:20:54.150000+00:00,322,12,W_Afhandelen leads,2011-01-10 12:20:55.527000+00:00
323,51539607560,173724,2011-01-10 11:52:14.305000+00:00,15000,10939.0,W_Afhandelen leads,COMPLETE,2011-01-10 12:20:55.527000+00:00,173724,W_Afhandelen leads,2011-01-10 12:20:55.527000+00:00,323,12,W_Completeren aanvraag,2011-01-10 13:24:12.098000+00:00
324,51539607561,173724,2011-01-10 11:52:14.305000+00:00,15000,10912.0,W_Completeren aanvraag,START,2011-01-10 13:24:12.098000+00:00,173724,W_Completeren aanvraag,2011-01-10 13:24:12.098000+00:00,324,12,W_Completeren aanvraag,2011-01-10 13:27:08.763000+00:00
325,51539607562,173724,2011-01-10 11:52:14.305000+00:00,15000,10912.0,W_Completeren aanvraag,COMPLETE,2011-01-10 13:27:08.763000+00:00,173724,W_Completeren aanvraag,2011-01-10 13:27:08.763000+00:00,325,12,W_Completeren aanvraag,2011-01-10 14:01:52.452000+00:00
326,51539607563,173724,2011-01-10 11:52:14.305000+00:00,15000,,W_Completeren aanvraag,START,2011-01-10 14:01:52.452000+00:00,173724,W_Completeren aanvraag,2011-01-10 14:01:52.452000+00:00,326,12,W_Completeren aanvraag,2011-01-10 14:02:01.804000+00:00
327,51539607564,173724,2011-01-10 11:52:14.305000+00:00,15000,,W_Completeren aanvraag,COMPLETE,2011-01-10 14:02:01.804000+00:00,173724,W_Completeren aanvraag,2011-01-10 14:02:01.804000+00:00,327,12,W_Completeren aanvraag,2011-01-10 15:12:31.862000+00:00
